name,handle,org,region,focus,tags,why_watch,blog_url,profile_url,search_url,status,post_count
Yan Hu,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：MedPMC: A Systematic Framework for Scaling High-Fidelity Medical Multimodal Data for Foundation Models,https://arxiv.org/search/?query=au%3A%22Yan%20Hu%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Yan%20Hu%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Yan%20Hu%22&searchtype=author,no x handle configured,0
Rui Shi,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：MedPMC: A Systematic Framework for Scaling High-Fidelity Medical Multimodal Data for Foundation Models,https://arxiv.org/search/?query=au%3A%22Rui%20Shi%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Rui%20Shi%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Rui%20Shi%22&searchtype=author,no x handle configured,0
Gui Yang,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：MedPMC: A Systematic Framework for Scaling High-Fidelity Medical Multimodal Data for Foundation Models,https://arxiv.org/search/?query=au%3A%22Gui%20Yang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Gui%20Yang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Gui%20Yang%22&searchtype=author,no x handle configured,0
Kevin W. Jin,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：MedPMC: A Systematic Framework for Scaling High-Fidelity Medical Multimodal Data for Foundation Models,https://arxiv.org/search/?query=au%3A%22Kevin%20W.%20Jin%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Kevin%20W.%20Jin%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Kevin%20W.%20Jin%22&searchtype=author,no x handle configured,0
Yuntian Liu,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：MedPMC: A Systematic Framework for Scaling High-Fidelity Medical Multimodal Data for Foundation Models,https://arxiv.org/search/?query=au%3A%22Yuntian%20Liu%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Yuntian%20Liu%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Yuntian%20Liu%22&searchtype=author,no x handle configured,0
Yuxuan Tian,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：MedPMC: A Systematic Framework for Scaling High-Fidelity Medical Multimodal Data for Foundation Models,https://arxiv.org/search/?query=au%3A%22Yuxuan%20Tian%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Yuxuan%20Tian%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Yuxuan%20Tian%22&searchtype=author,no x handle configured,0
Jonathan Marquez,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：MedPMC: A Systematic Framework for Scaling High-Fidelity Medical Multimodal Data for Foundation Models,https://arxiv.org/search/?query=au%3A%22Jonathan%20Marquez%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Jonathan%20Marquez%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Jonathan%20Marquez%22&searchtype=author,no x handle configured,0
Zhen Chen,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：MedPMC: A Systematic Framework for Scaling High-Fidelity Medical Multimodal Data for Foundation Models,https://arxiv.org/search/?query=au%3A%22Zhen%20Chen%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Zhen%20Chen%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Zhen%20Chen%22&searchtype=author,no x handle configured,0
Sheng Zhang,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：MedPMC: A Systematic Framework for Scaling High-Fidelity Medical Multimodal Data for Foundation Models,https://arxiv.org/search/?query=au%3A%22Sheng%20Zhang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Sheng%20Zhang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Sheng%20Zhang%22&searchtype=author,no x handle configured,0
Hoifung Poon,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：MedPMC: A Systematic Framework for Scaling High-Fidelity Medical Multimodal Data for Foundation Models,https://arxiv.org/search/?query=au%3A%22Hoifung%20Poon%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Hoifung%20Poon%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Hoifung%20Poon%22&searchtype=author,no x handle configured,0
Hua Xu,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：MedPMC: A Systematic Framework for Scaling High-Fidelity Medical Multimodal Data for Foundation Models,https://arxiv.org/search/?query=au%3A%22Hua%20Xu%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Hua%20Xu%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Hua%20Xu%22&searchtype=author,no x handle configured,0
Qingyu Chen,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：MedPMC: A Systematic Framework for Scaling High-Fidelity Medical Multimodal Data for Foundation Models,https://arxiv.org/search/?query=au%3A%22Qingyu%20Chen%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Qingyu%20Chen%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Qingyu%20Chen%22&searchtype=author,no x handle configured,0
Qinnan Cai,,arXiv cs.CL,Global,"NLP, language models, agents","paper-author, arxiv, nlp, llm","从近期 cs.CL 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Think Big, Search Small: Where Capacity Matters in Hierarchical Search Agents?",https://arxiv.org/search/?query=au%3A%22Qinnan%20Cai%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Qinnan%20Cai%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Qinnan%20Cai%22&searchtype=author,no x handle configured,0
Yibo Zhao,,arXiv cs.CL,Global,"NLP, language models, agents","paper-author, arxiv, nlp, llm","从近期 cs.CL 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Think Big, Search Small: Where Capacity Matters in Hierarchical Search Agents?",https://arxiv.org/search/?query=au%3A%22Yibo%20Zhao%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Yibo%20Zhao%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Yibo%20Zhao%22&searchtype=author,no x handle configured,0
Xiang Li,,arXiv cs.CL,Global,"NLP, language models, agents","paper-author, arxiv, nlp, llm","从近期 cs.CL 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Think Big, Search Small: Where Capacity Matters in Hierarchical Search Agents?",https://arxiv.org/search/?query=au%3A%22Xiang%20Li%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Xiang%20Li%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Xiang%20Li%22&searchtype=author,no x handle configured,0
Yapeng Li,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Navigating Hierarchy: Hyperbolic Learning on Brain Graphs for Disorder Diagnosis,https://arxiv.org/search/?query=au%3A%22Yapeng%20Li%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Yapeng%20Li%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Yapeng%20Li%22&searchtype=author,no x handle configured,0
Bo Jiang,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Navigating Hierarchy: Hyperbolic Learning on Brain Graphs for Disorder Diagnosis,https://arxiv.org/search/?query=au%3A%22Bo%20Jiang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Bo%20Jiang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Bo%20Jiang%22&searchtype=author,no x handle configured,0
Ziyan Zhang,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Navigating Hierarchy: Hyperbolic Learning on Brain Graphs for Disorder Diagnosis,https://arxiv.org/search/?query=au%3A%22Ziyan%20Zhang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Ziyan%20Zhang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Ziyan%20Zhang%22&searchtype=author,no x handle configured,0
Dongdong Chen,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Navigating Hierarchy: Hyperbolic Learning on Brain Graphs for Disorder Diagnosis,https://arxiv.org/search/?query=au%3A%22Dongdong%20Chen%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Dongdong%20Chen%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Dongdong%20Chen%22&searchtype=author,no x handle configured,0
Zhengzheng Tu,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Navigating Hierarchy: Hyperbolic Learning on Brain Graphs for Disorder Diagnosis,https://arxiv.org/search/?query=au%3A%22Zhengzheng%20Tu%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Zhengzheng%20Tu%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Zhengzheng%20Tu%22&searchtype=author,no x handle configured,0
Yazdan Jamshidi,,arXiv cs.CL,Global,"NLP, language models, agents","paper-author, arxiv, nlp, llm",从近期 cs.CL 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：PALS: Percentile-Aware Layerwise Sparsity for LLM Pruning,https://arxiv.org/search/?query=au%3A%22Yazdan%20Jamshidi%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Yazdan%20Jamshidi%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Yazdan%20Jamshidi%22&searchtype=author,no x handle configured,0
Alexey Shvets,,arXiv cs.CL,Global,"NLP, language models, agents","paper-author, arxiv, nlp, llm",从近期 cs.CL 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：PALS: Percentile-Aware Layerwise Sparsity for LLM Pruning,https://arxiv.org/search/?query=au%3A%22Alexey%20Shvets%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Alexey%20Shvets%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Alexey%20Shvets%22&searchtype=author,no x handle configured,0
Lifei Liu,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning",从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Operational Reframing and Approval-Framed Delegation in Multi-Agent LLM Safety,https://arxiv.org/search/?query=au%3A%22Lifei%20Liu%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Lifei%20Liu%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Lifei%20Liu%22&searchtype=author,no x handle configured,0
Haoran Yu,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning",从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Operational Reframing and Approval-Framed Delegation in Multi-Agent LLM Safety,https://arxiv.org/search/?query=au%3A%22Haoran%20Yu%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Haoran%20Yu%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Haoran%20Yu%22&searchtype=author,no x handle configured,0
Xiaochong Jiang,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning",从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Operational Reframing and Approval-Framed Delegation in Multi-Agent LLM Safety,https://arxiv.org/search/?query=au%3A%22Xiaochong%20Jiang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Xiaochong%20Jiang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Xiaochong%20Jiang%22&searchtype=author,no x handle configured,0
Su Wang,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning",从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Operational Reframing and Approval-Framed Delegation in Multi-Agent LLM Safety,https://arxiv.org/search/?query=au%3A%22Su%20Wang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Su%20Wang%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Su%20Wang%22&searchtype=author,no x handle configured,0
Pin Qian,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning",从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Operational Reframing and Approval-Framed Delegation in Multi-Agent LLM Safety,https://arxiv.org/search/?query=au%3A%22Pin%20Qian%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Pin%20Qian%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Pin%20Qian%22&searchtype=author,no x handle configured,0
Yihang Chen,,arXiv cs.AI,Global,"AI systems, agents, reasoning","paper-author, arxiv, ai, reasoning",从近期 cs.AI 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Operational Reframing and Approval-Framed Delegation in Multi-Agent LLM Safety,https://arxiv.org/search/?query=au%3A%22Yihang%20Chen%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Yihang%20Chen%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Yihang%20Chen%22&searchtype=author,no x handle configured,0
John Bianchi,,arXiv cs.CL,Global,"NLP, language models, agents","paper-author, arxiv, nlp, llm",从近期 cs.CL 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Automated Compliance Mapping in Cloud Security with Domain-Adapted Sentence Transformers,https://arxiv.org/search/?query=au%3A%22John%20Bianchi%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22John%20Bianchi%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22John%20Bianchi%22&searchtype=author,no x handle configured,0
Luca Petrillo,,arXiv cs.CL,Global,"NLP, language models, agents","paper-author, arxiv, nlp, llm",从近期 cs.CL 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Automated Compliance Mapping in Cloud Security with Domain-Adapted Sentence Transformers,https://arxiv.org/search/?query=au%3A%22Luca%20Petrillo%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Luca%20Petrillo%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Luca%20Petrillo%22&searchtype=author,no x handle configured,0
Fabio Martinelli,,arXiv cs.CL,Global,"NLP, language models, agents","paper-author, arxiv, nlp, llm",从近期 cs.CL 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Automated Compliance Mapping in Cloud Security with Domain-Adapted Sentence Transformers,https://arxiv.org/search/?query=au%3A%22Fabio%20Martinelli%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Fabio%20Martinelli%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Fabio%20Martinelli%22&searchtype=author,no x handle configured,0
Marinella Petrocchi,,arXiv cs.CL,Global,"NLP, language models, agents","paper-author, arxiv, nlp, llm",从近期 cs.CL 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Automated Compliance Mapping in Cloud Security with Domain-Adapted Sentence Transformers,https://arxiv.org/search/?query=au%3A%22Marinella%20Petrocchi%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Marinella%20Petrocchi%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Marinella%20Petrocchi%22&searchtype=author,no x handle configured,0
Rebecca M. Crossley,,arXiv q-bio.QM,Global,AI research,"paper-author, arxiv, research",从近期 q-bio.QM 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Reliable mechanistic operator recovery with biologically-informed neural networks: principles for architecture and optim,https://arxiv.org/search/?query=au%3A%22Rebecca%20M.%20Crossley%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Rebecca%20M.%20Crossley%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Rebecca%20M.%20Crossley%22&searchtype=author,no x handle configured,0
Yuan Yin,,arXiv q-bio.QM,Global,AI research,"paper-author, arxiv, research",从近期 q-bio.QM 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Reliable mechanistic operator recovery with biologically-informed neural networks: principles for architecture and optim,https://arxiv.org/search/?query=au%3A%22Yuan%20Yin%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Yuan%20Yin%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Yuan%20Yin%22&searchtype=author,no x handle configured,0
Sarah L. Waters,,arXiv q-bio.QM,Global,AI research,"paper-author, arxiv, research",从近期 q-bio.QM 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Reliable mechanistic operator recovery with biologically-informed neural networks: principles for architecture and optim,https://arxiv.org/search/?query=au%3A%22Sarah%20L.%20Waters%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Sarah%20L.%20Waters%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Sarah%20L.%20Waters%22&searchtype=author,no x handle configured,0
Ruth E. Baker,,arXiv q-bio.QM,Global,AI research,"paper-author, arxiv, research",从近期 q-bio.QM 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Reliable mechanistic operator recovery with biologically-informed neural networks: principles for architecture and optim,https://arxiv.org/search/?query=au%3A%22Ruth%20E.%20Baker%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Ruth%20E.%20Baker%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Ruth%20E.%20Baker%22&searchtype=author,no x handle configured,0
Alejandro Vergara-Richart,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal","从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Vision Foundation Models in Radiology: A Scoping Review of Data, Methodology, Evaluation and Clinical Translation",https://arxiv.org/search/?query=au%3A%22Alejandro%20Vergara-Richart%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Alejandro%20Vergara-Richart%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Alejandro%20Vergara-Richart%22&searchtype=author,no x handle configured,0
Xavier Rafael-Palou,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal","从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Vision Foundation Models in Radiology: A Scoping Review of Data, Methodology, Evaluation and Clinical Translation",https://arxiv.org/search/?query=au%3A%22Xavier%20Rafael-Palou%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Xavier%20Rafael-Palou%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Xavier%20Rafael-Palou%22&searchtype=author,no x handle configured,0
Almudena Fuster-Matanzo,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal","从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Vision Foundation Models in Radiology: A Scoping Review of Data, Methodology, Evaluation and Clinical Translation",https://arxiv.org/search/?query=au%3A%22Almudena%20Fuster-Matanzo%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Almudena%20Fuster-Matanzo%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Almudena%20Fuster-Matanzo%22&searchtype=author,no x handle configured,0
Ignacio Iborra Roncales,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal","从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Vision Foundation Models in Radiology: A Scoping Review of Data, Methodology, Evaluation and Clinical Translation",https://arxiv.org/search/?query=au%3A%22Ignacio%20Iborra%20Roncales%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Ignacio%20Iborra%20Roncales%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Ignacio%20Iborra%20Roncales%22&searchtype=author,no x handle configured,0
Ángel Alberich-Bayarri,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal","从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Vision Foundation Models in Radiology: A Scoping Review of Data, Methodology, Evaluation and Clinical Translation",https://arxiv.org/search/?query=au%3A%22%C3%81ngel%20Alberich-Bayarri%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22%C3%81ngel%20Alberich-Bayarri%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22%C3%81ngel%20Alberich-Bayarri%22&searchtype=author,no x handle configured,0
Ana Jiménez-Pastor,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal","从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Vision Foundation Models in Radiology: A Scoping Review of Data, Methodology, Evaluation and Clinical Translation",https://arxiv.org/search/?query=au%3A%22Ana%20Jim%C3%A9nez-Pastor%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Ana%20Jim%C3%A9nez-Pastor%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Ana%20Jim%C3%A9nez-Pastor%22&searchtype=author,no x handle configured,0
Miguel Lopez-Duran,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Comparative Study of Domain-adapted VLMs for General Document Visual Question Answering,https://arxiv.org/search/?query=au%3A%22Miguel%20Lopez-Duran%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Miguel%20Lopez-Duran%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Miguel%20Lopez-Duran%22&searchtype=author,no x handle configured,0
Elena Marrero,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Comparative Study of Domain-adapted VLMs for General Document Visual Question Answering,https://arxiv.org/search/?query=au%3A%22Elena%20Marrero%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Elena%20Marrero%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Elena%20Marrero%22&searchtype=author,no x handle configured,0
Julian Fierrez,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Comparative Study of Domain-adapted VLMs for General Document Visual Question Answering,https://arxiv.org/search/?query=au%3A%22Julian%20Fierrez%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Julian%20Fierrez%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Julian%20Fierrez%22&searchtype=author,no x handle configured,0
Marta Robledo-Moreno,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Comparative Study of Domain-adapted VLMs for General Document Visual Question Answering,https://arxiv.org/search/?query=au%3A%22Marta%20Robledo-Moreno%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Marta%20Robledo-Moreno%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Marta%20Robledo-Moreno%22&searchtype=author,no x handle configured,0
Ruben Vera-Rodriguez,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Comparative Study of Domain-adapted VLMs for General Document Visual Question Answering,https://arxiv.org/search/?query=au%3A%22Ruben%20Vera-Rodriguez%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Ruben%20Vera-Rodriguez%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Ruben%20Vera-Rodriguez%22&searchtype=author,no x handle configured,0
Daniel DeAlcala,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Comparative Study of Domain-adapted VLMs for General Document Visual Question Answering,https://arxiv.org/search/?query=au%3A%22Daniel%20DeAlcala%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Daniel%20DeAlcala%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Daniel%20DeAlcala%22&searchtype=author,no x handle configured,0
Aythami Morales,,arXiv cs.CV,Global,"computer vision, multimodal models","paper-author, arxiv, vision, multimodal",从近期 cs.CV 论文作者中自动补充，代表近期活跃研究者；可从其 arXiv 作者页继续追踪相关论文。代表论文：Comparative Study of Domain-adapted VLMs for General Document Visual Question Answering,https://arxiv.org/search/?query=au%3A%22Aythami%20Morales%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Aythami%20Morales%22&searchtype=author,https://arxiv.org/search/?query=au%3A%22Aythami%20Morales%22&searchtype=author,no x handle configured,0
